name,rating,atnm,region_name,outdoor_swimming_pool,restaurant,excellent_breakfast,free_parking,free_wifi,fitness_center,breakfast,bar,very_good_breakfast,indoor_swimming_pool,spa,3_swimming_pools,2_swimming_pools,4_swimming_pools,room_service,beachfront,private_beach_area,wifi_in_all_areas
Alaska Country Inn,8.6,Hotels,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Alaska Chalet Bed & Breakfast,9.4,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Alaska's Lake Lucille Bed & Breakfast,9.7,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Harborview Inn,7.9,Inns,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Summit Lake Lodge,9,Resorts,Alaska,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
The Hotel Captain Cook,8.5,Hotels,Alaska,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0
Super 8 by Wyndham Ketchikan,5,Hotels,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
Quality Inn Kodiak,6.7,Hotels,Alaska,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Golden North Inn,7.2,Hotels,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Sophie Station Suites,8.5,Hotels,Alaska,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0
Grande Denali Lodge,7.5,Lodges,Alaska,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Seafarer Suites,8.8,Hotels,Alaska,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenai Airport Hotel,8.8,Hotels,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Valley Hotel & 24/7 Open Cafe,7.8,Hotels,Alaska,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Talkeetna Roadhouse,9.4,Guesthouses,Alaska,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Hatcher Pass Cabins,9.1,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Grand View Inn & Suites,7.1,Hotels,Alaska,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Exit Glacier Lodge,8.8,Lodges,Alaska,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"Bridgewater Hotel, Trademark Collection by Wyndham",7.5,Hotels,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Holiday Inn Express Anchorage, an IHG Hotel",7.7,Hotels,Alaska,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
Best Western Plus Pioneer Park Inn,6.9,Hotels,Alaska,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Billie's Backpackers Hostel,9,Hostels,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown Bear Saloon & Motel,8,Motels,Alaska,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Aspen Suites Hotel Haines,9.1,Hotels,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Resurrection Lodge on the Bay,9.3,Inns,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Soldotna Lodge,10,Guesthouses,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7 Gables Inn & Suites,7.4,Inns,Alaska,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Steller Inn,9.6,Inns,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ketch Inn,7.2,Hotels,Alaska,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
Seward Windsong Lodge,8.6,Lodges,Alaska,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Colony Suites,9.6,Motels,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Edgewater,7.4,Hotels,Alaska,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Brennan's B&B,8.6,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
Antler's Rest Bed and Breakfast,9.5,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Gwin's Lodge & Roadhouse,6.7,Lodges,Alaska,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Travelodge by Wyndham Juneau,7.3,Hotels,Alaska,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0
Juneberry Lodge,9.8,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Sunshine House Bed and Breakfast,9.8,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Base Camp Anchorage Hostel,8.6,Hostels,Alaska,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Talkeetna Hideaway,9.1,Inns,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Longliner Lodge and Suites,8.4,Hotels,Alaska,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Timberline 208,9.7,Hotels,Alaska,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Talkeetna Inn,7.8,Hotels,Alaska,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Aspen Suites Hotel Sitka,8.2,Hotels,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Wrangell Mountains Wilderness Lodge,9,Lodges,Alaska,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
FireWeed RoadHouse,8.9,Lodges,Alaska,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Hyatt Place Anchorage-Midtown,8.7,Hotels,Alaska,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
Talkeetna Alaskan Lodge,8.9,Lodges,Alaska,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Aptel Studio Hotel,7.9,Hotels,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Colony Inn,8.4,Hotels,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
La Quinta by Wyndham Anchorage Airport,8,Hotels,Alaska,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Angels Rest on Resurrection Bay LLC,9,Guesthouses,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"Baranof Downtown, BW Signature Collection",6.3,Hotels,Alaska,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Fishhook Sunrise B&B,9.7,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Draft House & Lodge,8,Hotels,Alaska,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Marina Motel,6.7,Motels,Alaska,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska Adventure Cabins,9.1,Lodges,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Glacier Creek Lodging,9.6,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Bay Avenue Inn,9.5,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Homerhome,9.4,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Best Western Plus Chena River Lodge,7.5,Hotels,Alaska,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Marathon View Vacation Rentals,8,Guesthouses,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Resurrection River Rentals,9,Apartments,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sourdough Sunrise B&B,9.4,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Alaska Grizzly Lodge,8.8,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Glacier Guest Room - PRIVATE ROOM IN SHARED HOUSE REDUCED PRICE ON TOURS,8.4,Vacation Homes,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Clam Gulch Lodge,9.8,Inns,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Inn at Tern Lake,9.6,Hotels,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Anchorage Downtown Guest Rooms,9.5,Inns,Alaska,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tok RV Village and Cabins,9.1,Campgrounds,Alaska,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska's Select Inn Wasilla,8,Motels,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hatcher Pass Paradise Recreation,10,Vacation Homes,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cozy Cove Inn,9.5,Vacation Homes,Alaska,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Nauti Otter Inn and Yurt Village,8.6,Hostels,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Best Western Lake Lucille Inn,7.6,Hotels,Alaska,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Southern Bluff Bed & Breakfast,9.5,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Delta dome house basement apartment,9.2,Apartments,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska Glacier Lodge,8.9,Lodges,Alaska,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Best Western King Salmon Inn,7.8,Hotels,Alaska,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Quality Inn Kenai,7.6,Hotels,Alaska,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
talkeetna villas and tours,9.6,Villas,Alaska,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Denali Grizzly Bear Resort,7.5,Lodges,Alaska,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Glacier Creek Cabins,9.4,Vacation Homes,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beluga Lake Lodge,7.4,Inns,Alaska,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Front Room Lynnview Lodge,7.5,Vacation Homes,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Star Place 4,9.7,Apartments,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska Creekside Cabins in Seward,8.6,Hotels,Alaska,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Hotel North Pole,8.1,Hotels,Alaska,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
SpringHill Suites by Marriott Fairbanks,8.6,Hotels,Alaska,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Clam Gulch Cabin,9.4,Vacation Homes,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Box Canyon Cabins,9.5,Vacation Homes,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aurora Viewing Deck and Peaceful Retreat,9.2,Homestays,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlo Creek Cabins,8.3,Lodges,Alaska,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blackburn Cabins - McCarthy, Alaska",7.8,Inns,Alaska,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alaskan Suites,9.5,Hotels,Alaska,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Aspen Suites Hotel Juneau,8.2,Hotels,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Windbreak Cafe,6.4,Hotels,Alaska,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Sven's Basecamp Hostel,8.5,Hostels,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloud Nine Cottage,9.1,Vacation Homes,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Inlet Tower Hotel & Suites,6,Hotels,Alaska,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Wedgewood Resort,8,Hotels,Alaska,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Goldilocks Bed & Breakfast,8.8,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Borealis Inn,8,Motels,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunshine Cottage,9.6,Lodges,Alaska,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mat-Su Resort,7.8,Motels,Alaska,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Four Points by Sheraton Anchorage Downtown,7.9,Hotels,Alaska,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Kings Landing,6.5,Hotels,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska's Point of View,9.3,Vacation Homes,Alaska,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Clarion Suites Downtown Anchorage,6.9,Hotels,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Cabin 1 Lynn View Lodge,8.7,Vacation Homes,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The Vue B&B,8.7,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Extended Stay America Suites - Juneau - Shell Simmons Drive,6.4,Hotels,Alaska,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Merrill Field Inn,6.9,Motels,Alaska,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Homer Stay and Play,9.1,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Ketchikan Apt - Walk to Refuge Cove Beach!,8.7,Apartments,Alaska,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Aspen Suites Hotel Anchorage,8.4,Hotels,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dimond Center Hotel,8.2,Hotels,Alaska,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Knob Hill Guest House,8.2,Apartments,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Abbey Archway Inn,6.8,Hotels,Alaska,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Hilton Hideaway Two,6.5,Apartments,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Runway House,8.3,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Aspen Suites Hotel Homer,8.8,Hotels,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
One Bedroom in Good Location,10,Apartments,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Susitna River Lodging, Suites",9.7,Lodges,Alaska,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2BR Home Near Glacier w/King Beds + Office Room,7.5,Vacation Homes,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Homer Inn & Spa and The Downtown Townhouses,9.3,Inns,Alaska,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
Summit View Lodge,8.6,Apartments,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Super 8 by Wyndham Juneau,7.2,Motels,Alaska,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SpringHill Suites Anchorage Midtown,8.4,Hotels,Alaska,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Clarion Hotel & Suites Fairbanks near Ft. Wainwright,7.1,Hotels,Alaska,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Alaska's Northland Inn,9.7,Guesthouses,Alaska,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
The Chugach at 1400K,9.3,Apartments,Alaska,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Home2 Suites by Hilton Anchorage/Midtown,8.3,Hotels,Alaska,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Americas Best Value Inn & Suites Anchorage Airport,4.2,Motels,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Cabin with Hot Tub and Views 1 Mile to Alyeska Resort,8.7,Vacation Homes,Alaska,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Alaska Log Cabins on the Pond,8.7,Guesthouses,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinity House,10,Homestays,Alaska,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Snowbird Chalet #5,8.3,Hotels,Alaska,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Newly Remodeled spacious units, minutes from mountains, inlet, downtown and airport",9.2,Apartments,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otter Beach Lodges,9.1,Condo Hotels,Alaska,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Sea Treasures Inn,8.5,Motels,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Hope's Hideaway, LLC",8.6,Inns,Alaska,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alaska's Capital Inn Bed and Breakfast,9.6,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
Aloft Anchorage,8,Hotels,Alaska,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1
Alaska Home Rental,9.4,Apartments,Alaska,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyatt House Anchorage,8.2,Hotels,Alaska,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Sheraton Anchorage Hotel & Spa,7.6,Hotels,Alaska,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
McKinley View B&B,9.7,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Alaska's Kenai Jim's Lodge & Guide Service,9,Lodges,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Placer Cabin,9.7,Vacation Homes,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Karma Inn,9.9,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
Eagle's Eye Vacation Rentals,10,Apartments,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"Candlewood Suites - Fairbanks, an IHG Hotel",8.5,Hotels,Alaska,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Newly furnished relaxing stay,8.8,Apartments,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Murphy's Alaskan Inn,6.3,Motels,Alaska,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Residence Inn by Marriott Anchorage Midtown,8.4,Hotels,Alaska,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Aleyska East Condo,7.8,Apartments,Alaska,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabin 2 Lynn View Lodge,8.3,Vacation Homes,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cervin Chalet,9,Hotels,Alaska,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Alaskan Adventure Dry Cabins,8.9,Vacation Homes,Alaska,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peaceful 3 bdrm Alaskan getaway,9,Vacation Homes,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Embassy Suites Anchorage,8.5,Hotels,Alaska,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
Trailhead Lodging,8.5,Motels,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Perch Resort,8.2,Lodges,Alaska,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Alex Hotel and Suites,6.2,Hotels,Alaska,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Kenai Peninsula Suites,9.4,Lodges,Alaska,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Alpine Meadows Cabin,8.5,Vacation Homes,Alaska,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
All Seasons Campground,6.7,Campgrounds,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Denali Rainbow Village RV Park and Motel,7.8,Hotels,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cottonwood cabins,7.7,Lodges,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Girdwood Mountain House,9.6,Vacation Homes,Alaska,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Homer Hideaway on Fritz Creekside - Pets Welcome,8.6,Vacation Homes,Alaska,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Talkeetna Wilderness Lodge & Cabin Rentals,9.3,Lodges,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Abby's Master Suite,9.2,Apartments,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Simple Deluxe Private Room,9,Bed and Breakfasts,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crowne Plaza Anchorage-Midtown, an IHG Hotel",7.7,Hotels,Alaska,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0
Cortina Chalet,8,Hotels,Alaska,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lower Northern Tanada Suite 2,10,Apartments,Alaska,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Juneau Apartment - Minutes to Mendenhall Glacier,8.8,Apartments,Alaska,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Puffin Inn,6.3,Motels,Alaska,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Ramada by Wyndham Anchorage,4.9,Hotels,Alaska,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Snowgoose Pond Bed & Breakfast,9.7,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Seward Adventure Lodge,9.2,Lodges,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Suite Alaskan Inn,9.3,Apartments,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Bears Den Alaska Lodging,9.5,Lodges,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabin 3 Lynn View Lodge,7,Vacation Homes,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spruce Patch -- Your Home Away From Home,10,Apartments,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyatt Place Fairbanks,7.8,Hotels,Alaska,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
Ingra House Hotel,7.5,Hostels,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pioneer Inn Downtown,9.1,Motels,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hillside Anchorage Home by Hiking and Biking Trails!,9.8,Apartments,Alaska,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Snowbird 131-B,7.7,Hotels,Alaska,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Main Street Hotel,7.7,Hotels,Alaska,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Courtyard by Marriott Anchorage Airport,7.8,Hotels,Alaska,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
Hilton Hideaway,9,Apartments,Alaska,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motel 6-Anchorage, AK - Midtown",6.5,Hotels,Alaska,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cozy Retreat with Fire Pit - Near Mendenhall Glacier,9.7,Apartments,Alaska,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpine Meadows Log Cabin,7.5,Vacation Homes,Alaska,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Susitna Place B&B,9.8,Bed and Breakfasts,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Nordic House,9.6,Homestays,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
East Condo #202,8.7,Hotels,Alaska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ketchikan Condo with Fantastic View!,7,Apartments,Alaska,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Susitna River Lodging, Backwoods Cabins",9.4,Lodges,Alaska,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Historic Anchorage Hotel,7.8,Hotels,Alaska,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Apartment Dolphin House,10,Apartments,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Talkeetna Fireweed Cabins,9.7,Guesthouses,Alaska,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Carriage House Accommodations,8.5,Lodges,Alaska,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Single-Story Soldotna Home Near the Kenai River!,9.5,Vacation Homes,Alaska,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Baymont Inn & Suites by Wyndham Anchorage Airport,6.2,Hotels,Alaska,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Kelly's Chalet,7.4,Hotels,Alaska,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Sauerdough Lodging,8.5,Condo Hotels,Alaska,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Denali RV Park and Motel,6.6,Motels,Alaska,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
